,닉네임,댓글,날짜
1819,ㅇㅇ(223.39),못생긴 남자들의 피해의식과 삶의 노고에 관심없습니다만...,2018.06.24 22:36:42
1820,븝유 ,ㄴ메갈피해의식은 못생길수록 크다 ㅠㅠ 내가다 미얀하네 그얼굴로 사느니 죽는다  - dc App,2018.06.24 22:37:24
1821,ㅇㅇ(111.118),여자들은 어릴때 인형놀이 가족놀이 이런거좋아하는것도 코르셋을 사회가주입해서 그렇게된거냐 ㅋㅋ  ?애초에뇌가다르고 좋아하는거 잘하는거 다 다르기때문에 이런 성역할 분담이 일어난거지 ㅅㅂ ㅋㅋ  - dc App,2018.06.24 22:38:19
1822,ㅇㅇ(111.118),여자는 조신해야한다 예의바라야한다 이런건 사회가 주입한게아니고 여자들 스스로 그런걸 바래서 그렇게된거지 ㅋㅋ  지들스스로 꾸미고 조신해지고 그렇게 여성스러워지는걸 여성들은 즐겁다고 느끼기도하고  그렇게되야 남자들이 자기더봐주고 사회에서도 인정받고 그런걸 다알거든 ㅋㅋ 애초에 뇌가 남자여자 다르고     - dc App,2018.06.24 22:39:58
1823,ㅇㅇ(123.108),뭐 조신 그런건 어느정도 강조한것도 없지 않아 있겠지..  이전 댓글들 3페이지 정도까지 봤는데 댓글 수준 차이가 심하네... 남자들은 진짜 진중하게 말해도 결국 돌아오는건 남자외모 비하 남자 인신공격 밖에 없다.,2018.06.24 22:42:35
1824,ㅇㅇ(123.108),고추가 작다 못생겼다 키가작다. 이게 여자들이 하는 말의 전부다. 내가 알기로 있지도 않은 그 코르셋에 무리해서 외모도 우겨 넣는걸로 아는데..,2018.06.24 22:43:35
1825,ㅇㅇ(123.108),우리사회거 지나치게 외모지상주의 심한건 맞음. 근데 그건  취향의 문제임 여자한태 뚱뚱한거 말하듯.  여자들도 남자들에게 바라는 취향이 있다 외모말고도 키나 고추겠지. 그런 경향성의 문제다.,2018.06.24 22:44:57
1826,급식충 ,"솔직히 잘생기면 차별별로 받진 않는다,,,,",2018.06.24 22:45:08
1827,ㅇㅇ(111.118),남자들도 외부활동이나 운동 더좋아하니 스스로 이런 몸쓰는 성역할을 담당하게 된것도있지만몸쓰는 것도 앵간히 휴식을 줘야지 요즘은 직업적인면도 생활적인면도 남자에게과한 책임을 요구해여자들도 과한몸매관리 같은거 요구받으니 힘들순 있겠지만 남자들은 저 사회요구를 충족못시키면 바로 일자리잃는것과 관련되는데 책임감이 비교가되나 ?  - dc App,2018.06.24 22:46:41
1828,ㅇㅇ(123.108),그런 취향을 아예 없는 것으로 하는건 불가능함. 그건 남녀 서로 잘알고 있음. 애당초 벗고 죄고 같은게 아니라 사소한 경향성 같은 정도의 문제를 억지로 벗어라 마라 말하면서 또 한편으로 자기들이 누구보다 그 경향성에 충실하다. 말로는 탈코르셋 하면서 비혼을 가지고 으스대거나 남자 외모비하에는 서슴없다. 결국 본인들이 벗는다 말만하지 평생가지고 간다는 말..,2018.06.24 22:47:12
1829,ㅇㅇ(111.118),"여자 남자 둘다 힘든점이 분명히있지만남자에게 더 과한 책임과 역할기대가 주어지기에 남자가 더힘들다고 생각한다애초에 결혼포기, 연애포기 이런거 다 남자가 먼저 생각한거아니냐 ?여자들은 안한다곤 말하지만 포기라곤 안하지 ㅋㅋ자살률 같은것만봐도 남자가 더높고  - dc App",2018.06.24 22:51:35
1830,ㅇㅇ(123.108),만화는 남자가 더 과한 책임 이런말을 한적도 없으니 그건 오버고. 요즘 보지들 유세떠는게 꼴보기 싫은건 맞지. 씨발 세상을 지들만 살고 지들만 좃같은줄 아는 년들.. 여기 댓글만 봐도 딱 나오잖아. 여자들 할줄아는 말이 아가리로는 탈코르셋이니 있지도 않은 코르셋 얘기 하더니 비혼 안하는게 벼슬인양 여자가 결혼을 해'주는' 입장인양. 아기를 낳아'주는' 입장 인양 ㅋㅋㅋ 진짜 역겹다.,2018.06.24 22:56:08
1831,dd(222.121),이야 역대급 추천수,2018.06.24 22:56:10
1832,ㅇㅇ(123.108),물론 여기 댓글들중에도 남자들 중에도 모자라는 새끼들 많다. 지 면상은 인증도 안하고 잘생기면 된다 이딴 소리하는 놈들 부터 해서.. 이런 사람새끼들 아닌 놈들 거르고 좀 생각좀 박힌 놈들은 머리가 장식이 아니니까 서로의 고충이란걸 감안하고 살아가자.,2018.06.24 22:56:55
1833,ㅇㅇ(128.199),만화는 니가 잘났니 내가 잘났니 하는 만화가 아닌데 또 모자라는 것들이 그러고 앉았네... 아무튼 남성동지들. 오늘도 내일도 어제도 불철주야 조뺑이 치소. 나도 칠거니까. 맹물로 짠 합시다! 짠! 남자끼리는 정말로 돕고 삽시다 좀,2018.06.24 23:09:53
1834,ㅎㅎ(222.103),난 페미가 좀 더 퍼졌으면 좋겠음 국가가 뭐라하던 사기업 입장에서 할당녀들 대우 어떻게 할지 뻔한대 열심히 본인들 병신이라고들 자랑해주면 좋지,2018.06.24 23:14:06
1835,ㅇㅇ(119.198),역사만 봐도 맨날 전쟁에 나가 뒤지는건 남자들이였음ㅋㅋ   - dc App,2018.06.24 23:18:46
1836,ㅇㅇ(110.15),개웃기노ㅋㅋㅋㅋㅋㅋ,2018.06.24 23:19:04
1837,ㅇㅇ(1.218),애시당초 낳아준다는 표현을 쓰는거부터가 페미새끼들은 자기 아기를 지 자식으로 안보는거임 그러니 맨날 죽이고 버리고 하는거지,2018.06.24 23:21:45
1838,ㅇㅇ(223.39),뭐이런 쓰레기같은 만화가 있노,2018.06.24 23:43:52
1839,ㅇㅇ(223.39),느그애미도 니같은걸 낳고 미역국 먹었겠지,2018.06.24 23:44:54
1840,한월 ,동서남북으로 광광 울부짖으면서 개추누름  - dc App,2018.06.25 00:04:02
1841,훼인28호(183.103),10년만에 들르네요 ㅎ 예전보다 남권신장에 애쓰시는 분들이 많으셔서 오길 잘했다는 생각입니다....,2018.06.25 00:07:11
1842,훼인28호(183.103),그리고 김대중 부관참시 언제합니까??,2018.06.25 00:07:33
1843,ㅇㅇ(223.39),현재 188명의 빡통저학력자페미새끼들이 비추를 박았습니다.,2018.06.25 00:24:00
1844,ㅇㅇ(223.39),현실추,2018.06.25 00:24:17
1845,ㅇㅇ(182.231),시발 무슨 여자애들이 다 인형놀이 가족놀이 좋아하는줄아나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2018.06.25 00:25:19
1846,ㅇㅇ(182.231),댓글 무시하고 만화는 좋으니 개추,2018.06.25 00:29:38
1847,2222(175.158),"이런류글보면 참 안따깝다. 대한민국은 도대체 어디서부터 잘못된걸까? 미래는 계속 암울하다는 얘기만 들려오고 긍정적인 뉴스는 당최 보이질 않는다. 성별간 갈등,세대간 갈등, 지역 갈등.. 그동안 쌓여왔던 불만들이 끊임없이 터져나오기 시작한다.   - baguio",2018.06.25 01:17:32
1848,2222(175.158),정치를 보면 항상 만족스럽지 못하고 지금 겪고 있는 이 모든 문제들은 언제 해결될까? 한국의 미래는 도대체 언제가 되어야 밝아질까?  - baguio,2018.06.25 01:18:49
1849,알람마쌀라문도 ,,2018.06.25 01:19:26
1850,ㅇㅇ(175.223),페미같은거 생기는거 보면 ㄹㅇ 중세시대나 저 멀리 선사시대로 롤백할때 됐음,2018.06.25 01:51:35
1851,HelLoN ,와... 감동했습니다 ... - dc App,2018.06.25 01:57:56
1852,ㅇㅇ(223.62),"맨박스에 갇힌 남자들이 상대적으로 더 여성혐오를 하는것은 사실임. 이 만화의 주제가 여성혐오도 하지말고 맨박스(갑옷)도 씌우지 말라는 것이라면 좋게 볼 수 있겠으나 댓글창을 보아하니 난 맨박스를 이미썼다는 피해의식에 여성혐오도 계속 할거라는, 페미니즘도 필요없다는 의견이 많아 보인다. 이 만화가 말하고자 하는것도 그것이겠지.",2018.06.25 02:03:52
1853,ㅇㅇ(223.62),하지만 힘 있는자는 그만큼 책임과 의무가 따르는법이다. 그 힘으로 나쁜짓을 저지르는것 또한 남자이다. 그렇기에 힘있는자에게 좋은 교육이 필요한거다. 희생이라고 생각한다기에 묻겠다. 누구때문에 희생한다고 생각하나? 여자때문에? 아니다. 결국 또다른 남자때문에 희생해야하는 구조다.,2018.06.25 02:07:59
1854,ㅇㅇ(123.108),적어도 사람이라면 요구되는 의인이나 가족을 위해서 분투하는 가장들이 하는 행동이 맨박스냐 또? 이 새끼들은 코르셋인지 지랄인지 지들이 있지도 않은걸 처 말하더니만 ㅋㅋㅋㅋㅋㅋㅋㅋ,2018.06.25 02:09:07
1855,ㅇㅇ(123.108),여기 자칭 패미니스트들 착각이 애당초 댓글이 2천개가 넘도록 적힌 이유가 자칭 대가리 텅텅빈 멍청한 년들이 왜 여자탓을 하냐면서 먼저 단초를 제공했음. 그거말고도 여기 한남충들은 다 죽여버릴거라고 지랄염병을 떨어서 그 댓글들 다 삭제되기도 했었다. 그런건 싹 또 빼먹고 여성혐오를 하신다? 느그들 사람새끼들 같이 않은 놈들은 있지도 않은 코르셋인지 지랄인지 많이 처 벗으세요 씨발놈들아,2018.06.25 02:10:20
1856,ㅇㅇ(123.108),근데 제발 그 병신같은 사상을 강요하지마라 개새끼들아 맨박스를 썼으니 피해의식에 여성혐오를 계속 할거라고? 계집년들 수준이 이렇다. 피해의식? 피해의식따위 아무도 가지고 있지 않다. 애당초 남자들은 그저 죽어간 그 누군가를 위해 오늘도 노력하는 누군가를 위해 한잔 짠 하는 것. 이 만화의 엔딩이고 그냥 그정도의 얘기만 하고 있을 뿐이다.,2018.06.25 02:11:19
1857,ㅇㅇ(123.108),이정도의 얘기를 누가 지금 피해의식이니 지랄이니 덮어씌워서 오히려 피해의식을 발현하고 있냐? 또 다른 남자때문에 희생한다는 정신병을 봐라. 이러니 남자는 여자와 대화가 되지 않는 것이다. 같은 만화를 봐도 이딴 저급하고 천박한 성별만 오로지 몰빵한 초등학생 논리만 말한다.,2018.06.25 02:12:12
1858,ㅇㅇ(223.62),"그렇기에 지금 해야할것은 남자들도 희생을 강요당한다고 남성인권을 외치는 것이 아니라, 같이 페미니즘 운동을 하면서 여자에 대한 범죄를 줄여나가는것이다. 그럼 자동으로 여자는 약자에서 벗어나게 되어 궁극적으로는 남녀가 평등해질것이다. 여성에 대한 정책위주로 만들고나면 남성차별 또한 사라지는것이다. 여성에 대한 성범죄나 성적대상화가 사라지면 여자도 결국 군대를",2018.06.25 02:12:18
1859,ㅇㅇ(123.108),남자가 다른 어떤 남자를 위해서 희생하나? 만화의 엔딩은. 자신도 알지 못하는 이를 위해서 죽은 소방관. 그리고 자신의 처와 자식을 먹여 살리기 위해서 노력하는 가장에게 한잔을 바치는 것이다. 그런 이들이 자기도 모르는 남자를 위해서 그렇게 살고있다고? 천박하다 정말로. 그 잘난 코르셋 생김새부터 먼저 말해라ㅏ. 애당초 남자들은 다 안다. 갑옷은 없다. 없는데 그냥 스스로 인생의 무게는 짊어지고 산다는 것 정도를 아는거지,2018.06.25 02:13:13
1860,ㅇㅇ(223.62),가게 될 것이다.,2018.06.25 02:13:27
1861,ㅇㅇ(123.108),그 정도의 무게를 짊어 지고 산다. 전우여 힘내라. 이 말이 여성혐오고 다른 존재에 대한 혐오라면 애당초 인간이 멸종 되어야 마땅한 존재 아닌가?? 희생을 통해서 누리는게 다른 남자? 이번 한진 그룹의 안방주인을 보고도 거기 남자만 해당 된다고 생각하나?? 남녀를 떠나서 누리는 '인간'이 있는거겠지. 이전의 댓글들도 같은 말을 반복하고 있다. 그 코르셋인지 씨발인지 많이 벗어라. 그걸 잘났다고 말하지마라. 애당초 존재하지도 않는다.,2018.06.25 02:14:29
1862,ㅇㅇ(123.108),있지도 않은 코르셋을 벗는다고 유세떨면서 소꿉장난이나 치는 버러지새끼들이 무슨 ㅋㅋㅋㅋㅋㅋㅋㅋ 에휴.... 니들 좃대로 살고 싶다고 말해라. 머리깎고 화장안하고 바지입고 그냥 내가 보지를 안달고 자지를 달고 태어나고 싶었다고 적어도 그냥 솔직하게 말해라. 그럼 적어고 거기에 남자들이 몇명은 동정이라도 해줄거다.,2018.06.25 02:15:24
1863,ㅇㅇ(223.62),여자들이 외치는 성 불평등에는 여자도 소방관이 될수 있고 가장이 될 수도 있게 해달라는 거다. 힘든 직업은 남자직업이라는 사회 교육이 잘못됐다고 말하는 것임. 그것이 남자들의 전유물이 된 것도 여성차별임.,2018.06.25 02:16:05
1864,잠쉬드 ,남자들이 희생을 강요 당한다고?? ㅋㅋㅋㅋㅋㅋㅋ 스스로 선택하는거다. 적어도 인간은 그런거라고 여자들아. 니들은 규범이니 규율이니 아무래도 좋은 문제겠지. 그런 규범 규율아래에서 사회에서 이름모를 의로움이 쌓여서 쓰레기들이 많아도 그래도 세상이 돌아가는 거다..,2018.06.25 02:16:58
1865,ㅇㅇ(223.62),내가 언제 전우여 힘내라라는 말이 여성혐오라고 말했나? 댓글이 이 만화보고 하는 말은 결국 남자는 피해자다 이말임. 결국 페미니즘은 필요없다는게 결론임.,2018.06.25 02:17:39
1866,ㅇㅇㅇ(123.108),그래서 여성 소방관 여경 여군이 없냐? 다른게 있다면 니들은 절대로 현장을 안뛰는거지 버러지새끼들아. 니들이 그냥 이제까지 더럽다고 천박하게 봐온걸 남자들이 해온거다. 지금 페미라고 핏대세우는 년들중에 배관공이나 설비공사 하는 막노동꾼이나 힘든일 하는 여자가 단 한명이라도 있냐? 그걸 남자가 만들었다고?? ㅋㅋㅋㅋ 그럼 그 남자가 만든거 좃같아서 지금이라도 엄청나게 지원해야 하는거 아니냐?? 단 한명도 거기 뛰어드는 젊은 여자가 없는데 그것도 남자탓이냐??,2018.06.25 02:18:31
1867,ㅇㅇㅇ(123.108),비겁자새끼들은 지들이 천박한걸 아니까 정상인들마저도 끌어내리려고 용을쓰지 딱 그게 너희새끼들이다. 정상인들을 너희 수준으로 끌어내리려고 하지마라. 부족한 머리로 어설픈 약팔려고 하지말고.,2018.06.25 02:18:57
1868,ㅇㅇ(223.62),ㅋㅋㅋㅋㅋㅋ 여자로 태어난걸 적어도 존중해달라는것이 여성혐오를 멈춰달라는거다. 힘 있게 태어나서 여자한테 니들한텐 규율이나 규범이 아무래도 좋은 문제겠지라고 말하는걸 바로 여성혐오라고 하는거란다.,2018.06.25 02:19:20
1869,ㅇㅇ(112.166),"이거보고 울었다..김도경인지 이도경인지 옛날부터 키작은남자는 남자로도안보며 범죄자보다 못한 취급받고,(본인이 여자들한테 그렇게 취급받으며 자라옴)",2018.06.25 02:19:37
1870,ㅇㅇ(183.97),쌉띵작이다 ㄹㅇ루 ㅈ잡고 광광우럭따 흑흑,2018.06.25 02:19:39
1871,ㅇㅇ(112.166),어떤나라처럼 군인이 존경이나 희생하여 지켜우는 고마운대상이 아니라 살인기술이나 배워오는 살인마취급(모EBS여강사)이나 하며 그나마도 몇안되는 스타벅스 군인행사때 한국여자들이 하던 말들..충격에 충격을 넘어서 이제는 해탈했다..,2018.06.25 02:19:57
1872,ㅇㅇㅇ(123.108),남자는 피해자?? 에효.. 한심한 섀끼야. 니들 수준이 그따위니까 씨발 버러지라는 소리를 듣는거야. 피해자가 아니라 스스로 선택하는 거다. 의인도 자기 선택으로 죽은거고. 만화 엔딩에 나오는 가장도 자기 자식 웃는거 보면서 그냥 거기 만족하는거다. 거기 피해의식 가진다고? 피해의식은 거녕 그걸 명예로 생각하겠지. 갑옷?? 그딴건 없어 멍청한 년들아 스스로 정한 규율이 있는거지 규칙이 있는거고,2018.06.25 02:20:15
1873,ㅇㅇㅇ(123.108),그런것도 이해도 못하는것들이 무슨 씨발 사상 전파니 사상이니 ... 한심한 새끼들아. 천박한것들은 같은 것들끼리 어울려라. 사람들을 너희 수준으로 끌어내리려고 하지말고 알겠냐? 주제파악해라 제발,2018.06.25 02:20:45
